freq_hz,power,power_db,active
-364052.106628,0.000371266068,-29.058449,0
-364021.267822,0.00030815862,-29.867558,0
-363990.429016,0.000320786056,-29.693147,0
-363959.590210,0.000365016988,-29.132171,0
-363928.751404,0.000382616109,-28.927669,0
-363897.912598,0.00030036256,-29.978844,0
-363867.073792,0.000301975047,-29.955591,0
-363836.234985,0.000458831397,-28.138770,0
-363805.396179,0.000376987259,-28.992035,0
-363774.557373,0.000363902802,-29.145448,0
-363743.718567,0.000372010181,-29.049753,0
-363712.879761,0.000396037733,-28.777936,0
-363682.040955,0.000373135979,-29.036630,0
-363651.202148,0.00037500621,-29.014917,0
-363620.363342,0.000417073248,-28.553178,0
-363589.524536,0.000385605715,-28.893867,0
-363558.685730,0.000389246122,-28.853059,0
-363527.846924,0.000436827281,-28.352204,0
-363497.008118,0.000445299335,-28.268781,0
-363466.169312,0.00038860685,-28.860197,0
-363435.330505,0.000381554265,-28.939739,0
-363404.491699,0.000391587319,-28.827016,0
-363373.652893,0.000467212006,-28.060162,0
-363342.814087,0.00044322145,-28.289094,0
-363311.975281,0.000393262558,-28.808476,0
-363281.136475,0.00032559851,-29.628478,0
-363250.297668,0.000228108053,-31.173896,0
-363219.458862,0.000361831646,-29.170236,0
-363188.620056,0.000407676201,-28.652148,0
-363157.781250,0.000389673288,-28.848295,0
-363126.942444,0.000334452733,-29.511954,0
-363096.103638,0.000421233889,-28.510069,0
-363065.264832,0.00037362983,-29.030886,0
-363034.426025,0.000365529395,-29.126079,0
-363003.587219,0.00036776171,-29.099637,0
-362972.748413,0.000383135624,-28.921776,0
-362941.909607,0.000356162836,-29.238816,0
-362911.070801,0.000398393823,-28.752176,0
-362880.231995,0.000458497517,-28.141932,0
-362849.393188,0.000415104978,-28.573722,0
-362818.554382,0.000322066936,-29.675840,0
-362787.715576,0.000410356214,-28.623692,0
-362756.876770,0.000345928509,-29.365438,0
-362726.037964,0.000356002277,-29.240774,0
-362695.199158,0.000347069605,-29.351136,0
-362664.360352,0.000286383135,-30.185827,0
-362633.521545,0.000323072643,-29.662300,0
-362602.682739,0.0002860408,-30.191022,0
-362571.843933,0.000292007667,-30.101359,0
-362541.005127,0.000304995375,-29.912369,0
-362510.166321,0.000304419605,-29.920576,0
-362479.327515,0.000294482966,-30.064700,0
-362448.488708,0.00029315991,-30.084256,0
-362417.649902,0.000308121329,-29.868084,0
-362386.811096,0.000410948731,-28.617425,0
-362355.972290,0.00047014356,-28.032997,0
-362325.133484,0.000361065121,-29.179446,0
-362294.294678,0.000282621459,-30.243250,0
-362263.455872,0.000311511654,-29.820559,0
-362232.617065,0.000326089813,-29.621929,0
-362201.778259,0.000361982873,-29.168421,0
-362170.939453,0.000358061155,-29.215730,0
-362140.100647,0.000406850804,-28.660950,0
-362109.261841,0.000378164014,-28.978500,0
-362078.423035,0.000374874714,-29.016440,0
-362047.584229,0.000384588203,-28.905342,0
-362016.745422,0.000334929899,-29.505763,0
-361985.906616,0.000390838145,-28.835332,0
-361955.067810,0.000402096011,-28.712004,0
-361924.229004,0.000405681286,-28.673452,0
-361893.390198,0.000451010251,-28.213438,0
-361862.551392,0.000430703469,-28.413518,0
-361831.712585,0.000376582608,-28.996699,0
-361800.873779,0.000358851557,-29.206153,0
-361770.034973,0.000377008312,-28.991792,0
-361739.196167,0.000416980501,-28.554144,0
-361708.357361,0.000420334402,-28.519352,0
-361677.518555,0.000402601812,-28.706544,0
-361646.679749,0.000453084724,-28.193508,0
-361615.840942,0.00036289309,-29.157515,0
-361585.002136,0.000280777213,-30.271683,0
-361554.163330,0.000293180467,-30.083951,0
-361523.324524,0.000313332998,-29.795240,0
-361492.485718,0.00038225576,-28.931761,0
-361461.646912,0.000453941119,-28.185306,0
-361430.808105,0.000451728347,-28.206528,0
-361399.969299,0.000475467108,-27.984097,0
-361369.130493,0.000377270656,-28.988771,0
-361338.291687,0.000327810745,-29.599070,0
-361307.452881,0.000310664386,-29.832387,0
-361276.614075,0.000364896233,-29.133608,0
-361245.775269,0.000412401491,-28.602099,0
-361214.936462,0.000405830222,-28.671858,0
-361184.097656,0.000408624023,-28.642063,0
-361153.258850,0.000436163498,-28.358809,0
-361122.420044,0.000417371559,-28.550073,0
-361091.581238,0.000407035278,-28.658981,0
-361060.742432,0.000393669922,-28.803979,0
-361029.903625,0.000428482617,-28.435970,0
-360999.064819,0.000428459683,-28.436202,0
-360968.226013,0.000396485021,-28.773034,0
-360937.387207,0.000378875154,-28.970340,0
-360906.548401,0.00030379749,-29.929460,0
-360875.709595,0.000290698282,-30.120877,0
-360844.870789,0.000312867881,-29.801692,0
-360814.031982,0.000318829458,-29.719717,0
-360783.193176,0.000315781461,-29.761435,0
-360752.354370,0.000318525439,-29.723860,0
-360721.515564,0.000319750828,-29.707185,0
-360690.676758,0.000343632865,-29.394355,0
-360659.837952,0.000339368068,-29.448592,0
-360628.999146,0.000377787747,-28.982823,0
-360598.160339,0.000373225157,-29.035593,0
-360567.321533,0.000387549745,-28.872027,0
-360536.482727,0.00037474743,-29.017915,0
-360505.643921,0.000387815368,-28.869052,0
-360474.805115,0.000410547554,-28.621667,0
-360443.966309,0.000404664637,-28.684349,0
-360413.127502,0.000391947249,-28.823025,0
-360382.288696,0.000403917184,-28.692378,0
-360351.449890,0.000426654019,-28.454543,0
-360320.611084,0.00038578254,-28.891876,0
-360289.772278,0.000393546353,-28.805343,0
-360258.933472,0.000331387237,-29.551944,0
-360228.094666,0.000362143664,-29.166493,0
-360197.255859,0.00033819016,-29.463692,0
-360166.417053,0.000413334082,-28.592290,0
-360135.578247,0.000418817628,-28.535052,0
-360104.739441,0.000405886829,-28.671252,0
-360073.900635,0.000417164282,-28.552231,0
-360043.061829,0.000384664559,-28.904480,0
-360012.223022,0.000373838212,-29.028465,0
-359981.384216,0.000438031145,-28.340252,0
-359950.545410,0.000373031618,-29.037845,0
-359919.706604,0.000314239881,-29.782689,0
-359888.867798,0.000326905316,-29.611082,0
-359858.028992,0.000331324647,-29.552764,0
-359827.190186,0.000326328784,-29.618748,0
-359796.351379,0.000363392033,-29.151548,0
-359765.512573,0.000362647513,-29.160455,0
-359734.673767,0.000387017802,-28.877992,0
-359703.834961,0.000415638182,-28.568147,0
-359672.996155,0.0003618038,-29.170570,0
-359642.157349,0.00033600439,-29.491852,0
-359611.318542,0.000389555088,-28.849613,0
-359580.479736,0.000381437389,-28.941069,0
-359549.640930,0.000333597518,-29.523074,0
-359518.802124,0.00032006663,-29.702898,0
-359487.963318,0.000376800717,-28.994184,0
-359457.124512,0.000436212721,-28.358318,0
-359426.285706,0.000393415162,-28.806791,0
-359395.446899,0.000303568693,-29.932732,0
-359364.608093,0.000409262395,-28.635283,0
-359333.769287,0.00041843315,-28.539041,0
-359302.930481,0.000392670938,-28.815014,0
-359272.091675,0.000376045597,-29.002897,0
-359241.252869,0.000397380144,-28.763240,0
-359210.414062,0.00041528248,-28.571866,0
-359179.575256,0.000339058651,-29.452553,0
-359148.736450,0.000345630025,-29.369187,0
-359117.897644,0.000318942662,-29.718176,0
-359087.058838,0.000388494949,-28.861448,0
-359056.220032,0.000381923598,-28.935537,0
-359025.381226,0.000310210871,-29.838732,0
-358994.542419,0.000319531019,-29.710171,0
-358963.703613,0.000399182837,-28.743583,0
-358932.864807,0.000414811054,-28.576798,0
-358902.026001,0.000419922478,-28.523610,0
-358871.187195,0.000398259525,-28.753640,0
-358840.348389,0.000331300637,-29.553079,0
-358809.509583,0.000333612768,-29.522875,0
-358778.670776,0.000354791855,-29.255565,0
-358747.831970,0.00042651471,-28.455962,0
-358716.993164,0.000399985459,-28.734860,0
-358686.154358,0.000373117015,-29.036851,0
-358655.315552,0.000341504485,-29.421338,0
-358624.476746,0.000406092643,-28.669050,0
-358593.637939,0.000380089807,-28.956439,0
-358562.799133,0.000337800312,-29.468701,0
-358531.960327,0.00037876649,-28.971586,0
-358501.121521,0.000376490513,-28.997761,0
-358470.282715,0.000296595385,-30.033658,0
-358439.443909,0.000287751879,-30.165120,0
-358408.605103,0.00028453177,-30.213994,0
-358377.766296,0.00038753869,-28.872151,0
-358346.927490,0.00038193677,-28.935387,0
-358316.088684,0.000258983904,-30.622574,0
-358285.249878,0.000363546017,-29.149708,0
-358254.411072,0.000382988958,-28.923439,0
-358223.572266,0.000372604623,-29.042819,0
-358192.733459,0.000471843406,-28.017323,0
-358161.894653,0.000496037154,-27.800160,0
-358131.055847,0.000370764264,-29.064323,0
-358100.217041,0.00033078559,-29.559836,0
-358069.378235,0.000390172388,-28.842736,0
-358038.539429,0.000450169781,-28.221538,0
-358007.700623,0.000437367173,-28.346840,0
-357976.861816,0.000427806735,-28.442826,0
-357946.023010,0.000416401133,-28.560183,0
-357915.184204,0.000382330536,-28.930912,0
-357884.345398,0.000278279378,-30.310491,0
-357853.506592,0.000347450882,-29.346368,0
-357822.667786,0.000419465203,-28.528342,0
-357791.828979,0.000388518761,-28.861182,0
-357760.990173,0.000361322694,-29.176349,0
-357730.151367,0.00036762259,-29.101280,0
-357699.312561,0.000336244288,-29.488753,0
-357668.473755,0.000358152778,-29.214618,0
-357637.634949,0.000402153845,-28.711379,0
-357606.796143,0.000346081341,-29.363520,0
-357575.957336,0.000289068855,-30.145289,0
-357545.118530,0.000333240496,-29.527724,0
-357514.279724,0.000434260685,-28.377797,0
-357483.440918,0.000456319501,-28.162611,0
-357452.602112,0.000446279562,-28.259232,0
-357421.763306,0.000362221354,-29.165561,0
-357390.924500,0.000287628794,-30.166978,0
-357360.085693,0.000327575589,-29.602186,0
-357329.246887,0.000386119995,-28.888079,0
-357298.408081,0.000447569642,-28.246695,0
-357267.569275,0.000351650714,-29.294187,0
-357236.730469,0.00029922136,-29.995376,0
-357205.891663,0.00036964982,-29.077397,0
-357175.052856,0.000367536947,-29.102292,0
-357144.214050,0.000418226179,-28.541190,0
-357113.375244,0.00041855735,-28.537752,0
-357082.536438,0.000432890819,-28.391518,0
-357051.697632,0.000419456284,-28.528435,0
-357020.858826,0.000426108617,-28.460099,0
-356990.020020,0.00033104141,-29.556478,0
-356959.181213,0.000310857105,-29.829694,0
-356928.342407,0.000296417344,-30.036266,0
-356897.503601,0.000321180762,-29.687806,0
-356866.664795,0.000359370609,-29.199876,0
-356835.825989,0.000333577348,-29.523336,0
-356804.987183,0.000308760343,-29.859087,0
-356774.148376,0.000317166322,-29.742431,0
-356743.309570,0.000401469556,-28.718776,0
-356712.470764,0.000421988682,-28.502294,0
-356681.631958,0.00036520075,-29.129985,0
-356650.793152,0.000345938956,-29.365307,0
-356619.954346,0.000417698907,-28.546668,0
-356589.115540,0.000353387741,-29.272787,0
-356558.276733,0.000374350844,-29.022514,0
-356527.437927,0.000355673341,-29.244789,0
-356496.599121,0.000289539865,-30.138218,0
-356465.760315,0.000348879877,-29.328542,0
-356434.921509,0.000357817902,-29.218681,0
-356404.082703,0.000355413327,-29.247965,0
-356373.243896,0.000318194529,-29.728375,0
-356342.405090,0.000381648231,-28.938669,0
-356311.566284,0.000374817893,-29.017099,0
-356280.727478,0.000489074183,-27.861554,0
-356249.888672,0.000366357482,-29.116251,0
-356219.049866,0.000310637293,-29.832766,0
-356188.211060,0.000340074055,-29.439567,0
-356157.372253,0.00027348902,-30.385903,0
-356126.533447,0.000317558952,-29.737058,0
-356095.694641,0.000355251115,-29.249947,0
-356064.855835,0.000377014949,-28.991716,0
-356034.017029,0.000361887123,-29.169570,0
-356003.178223,0.000457462972,-28.151742,0
-355972.339417,0.000483256852,-27.913521,0
-355941.500610,0.000704745085,-26.274981,0
-355910.661804,0.00043752094,-28.345313,0
-355879.822998,0.000307967345,-29.870255,0
-355848.984192,0.000347649824,-29.343882,0
-355818.145386,0.000360693167,-29.183923,0
-355787.306580,0.000356615803,-29.233296,0
-355756.467773,0.000376910314,-28.992921,0
-355725.628967,0.000418091788,-28.542585,0
-355694.790161,0.000382483979,-28.929169,0
-355663.951355,0.000379963672,-28.957881,0
-355633.112549,0.00036326102,-29.153114,0
-355602.273743,0.000510276139,-27.677249,0
-355571.434937,0.000464918913,-28.081530,0
-355540.596130,0.000455590667,-28.169554,0
-355509.757324,0.00040125779,-28.721067,0
-355478.918518,0.000432381033,-28.396635,0
-355448.079712,0.000339422058,-29.447901,0
-355417.240906,0.000345966022,-29.364967,0
-355386.402100,0.000362172615,-29.166146,0
-355355.563293,0.000346409528,-29.359403,0
-355324.724487,0.000376557051,-28.996994,0
-355293.885681,0.000408074799,-28.647904,0
-355263.046875,0.000360600959,-29.185033,0
-355232.208069,0.000364704134,-29.135895,0
-355201.369263,0.000349432823,-29.321665,0
-355170.530457,0.000288998542,-30.146345,0
-355139.691650,0.000329021678,-29.583057,0
-355108.852844,0.000355777251,-29.243520,0
-355078.014038,0.000394726406,-28.792340,0
-355047.175232,0.000404419958,-28.686976,0
-355016.336426,0.000450208017,-28.221169,0
-354985.497620,0.000411519046,-28.611402,0
-354954.658813,0.000450741617,-28.216025,0
-354923.820007,0.000437752957,-28.343011,0
-354892.981201,0.000319776301,-29.706839,0
-354862.142395,0.000364437162,-29.139075,0
-354831.303589,0.000370449288,-29.068014,0
-354800.464783,0.000402941712,-28.702879,0
-354769.625977,0.000401574925,-28.717636,0
-354738.787170,0.000366247373,-29.117557,0
-354707.948364,0.000351669637,-29.293953,0
-354677.109558,0.000347035316,-29.351565,0
-354646.270752,0.000345257143,-29.373875,0
-354615.431946,0.000349252289,-29.323909,0
-354584.593140,0.000412810851,-28.597791,0
-354553.754333,0.000463633887,-28.093550,0
-354522.915527,0.00045480044,-28.177093,0
-354492.076721,0.000427732613,-28.443578,0
-354461.237915,0.000384937596,-28.901398,0
-354430.399109,0.000331603952,-29.549105,0
-354399.560303,0.000373077405,-29.037312,0
-354368.721497,0.000307423485,-29.877931,0
-354337.882690,0.000339273947,-29.449797,0
-354307.043884,0.00032812054,-29.594968,0
-354276.205078,0.000333423337,-29.525342,0
-354245.366272,0.000412118009,-28.605086,0
-354214.527466,0.000399337349,-28.741902,0
-354183.688660,0.000386058838,-28.888767,0
-354152.849854,0.000361931131,-29.169042,0
-354122.011047,0.000358801143,-29.206764,0
-354091.172241,0.000295272664,-30.053069,0
-354060.333435,0.000322061303,-29.675916,0
-354029.494629,0.000361228158,-29.177486,0
-353998.655823,0.000347048116,-29.351405,0
-353967.817017,0.000355309031,-29.249239,0
-353936.978210,0.000358465394,-29.210829,0
-353906.139404,0.000329342443,-29.578825,0
-353875.300598,0.000293228567,-30.083239,0
-353844.461792,0.000263600322,-30.545842,0
-353813.622986,0.000315716958,-29.762323,0
-353782.784180,0.000390147656,-28.843012,0
-353751.945374,0.000348394801,-29.334585,0
-353721.106567,0.000378878406,-28.970303,0
-353690.267761,0.000374441469,-29.021462,0
-353659.428955,0.000383822507,-28.913997,0
-353628.590149,0.00038315003,-28.921613,0
-353597.751343,0.000325398739,-29.631143,0
-353566.912537,0.000340434112,-29.434971,0
-353536.073730,0.000385158452,-28.898907,0
-353505.234924,0.000478662642,-27.955006,0
-353474.396118,0.000396282683,-28.775251,0
-353443.557312,0.000302669034,-29.945622,0
-353412.718506,0.000326730635,-29.613403,0
-353381.879700,0.000300068861,-29.983092,0
-353351.040894,0.000318529778,-29.723801,0
-353320.202087,0.000286437955,-30.184996,0
-353289.363281,0.000299122549,-29.996810,0
-353258.524475,0.000378105317,-28.979174,0
-353227.685669,0.000292082025,-30.100253,0
-353196.846863,0.000308260856,-29.866118,0
-353166.008057,0.000330977258,-29.557320,0
-353135.169250,0.000313786518,-29.788959,0
-353104.330444,0.000395024996,-28.789056,0
-353073.491638,0.000398647283,-28.749414,0
-353042.652832,0.000489872374,-27.854472,0
-353011.814026,0.000405184757,-28.678771,0
-352980.975220,0.000336869221,-29.480688,0
-352950.136414,0.000366716602,-29.111996,0
-352919.297607,0.000412499232,-28.601070,0
-352888.458801,0.000384147827,-28.910318,0
-352857.619995,0.000385774631,-28.891965,0
-352826.781189,0.00025730901,-30.650752,0
-352795.942383,0.000307569439,-29.875870,0
-352765.103577,0.000364772439,-29.135082,0
-352734.264771,0.000329135222,-29.581558,0
-352703.425964,0.000358675007,-29.208291,0
-352672.587158,0.000372850178,-29.039958,0
-352641.748352,0.000346981027,-29.352244,0
-352610.909546,0.000401880904,-28.714328,0
-352580.070740,0.000433965145,-28.380753,0
-352549.231934,0.00043755859,-28.344940,0
-352518.393127,0.000381923881,-28.935534,0
-352487.554321,0.00032785098,-29.598537,0
-352456.715515,0.000399081564,-28.744685,0
-352425.876709,0.000362389198,-29.163549,0
-352395.037903,0.000352999993,-29.277555,0
-352364.199097,0.000381644412,-28.938713,0
-352333.360291,0.000380833664,-28.947948,0
-352302.521484,0.000384239014,-28.909287,0
-352271.682678,0.000359851166,-29.194073,0
-352240.843872,0.000448918134,-28.233630,0
-352210.005066,0.000415968897,-28.564693,0
-352179.166260,0.000389263156,-28.852869,0
-352148.327454,0.00039217909,-28.820457,0
-352117.488647,0.000443495345,-28.286411,0
-352086.649841,0.000313800688,-29.788763,0
-352055.811035,0.000349884552,-29.316054,0
-352024.972229,0.000368544277,-29.090405,0
-351994.133423,0.000323443744,-29.657314,0
-351963.294617,0.000395033804,-28.788959,0
-351932.455811,0.000344396435,-29.384715,0
-351901.617004,0.000385472871,-28.895364,0
-351870.778198,0.000334635658,-29.509580,0
-351839.939392,0.000337247899,-29.475809,0
-351809.100586,0.000380635742,-28.950206,0
-351778.261780,0.000403843364,-28.693172,0
-351747.422974,0.000459615436,-28.131356,0
-351716.584167,0.000388613263,-28.860126,0
-351685.745361,0.0003330633,-29.530034,0
-351654.906555,0.000365308417,-29.128705,0
-351624.067749,0.000387665471,-28.870730,0
-351593.228943,0.000342002392,-29.415010,0
-351562.390137,0.000326133284,-29.621350,0
-351531.551331,0.000324097478,-29.648545,0
-351500.712524,0.000266504308,-30.498259,0
-351469.873718,0.000300557105,-29.976032,0
-351439.034912,0.000359227765,-29.201603,0
-351408.196106,0.000336653338,-29.483472,0
-351377.357300,0.000291596571,-30.107478,0
-351346.518494,0.000287400319,-30.170429,0
-351315.679688,0.000382515728,-28.928809,0
-351284.840881,0.000396560356,-28.772209,0
-351254.002075,0.000305472422,-29.905582,0
-351223.163269,0.000255289638,-30.684970,0
-351192.324463,0.000274533633,-30.369346,0
-351161.485657,0.00036837599,-29.092389,0
-351130.646851,0.00043006613,-28.419949,0
-351099.808044,0.000375662941,-29.007318,0
-351068.969238,0.000308420982,-29.863863,0
-351038.130432,0.000291752449,-30.105157,0
-351007.291626,0.000355669211,-29.244839,0
-350976.452820,0.000323220573,-29.660312,0
-350945.614014,0.000382975999,-28.923586,0
-350914.775208,0.000427773505,-28.443163,0
-350883.936401,0.000384910365,-28.901706,0
-350853.097595,0.000396476519,-28.773127,0
-350822.258789,0.000366686974,-29.112347,0
-350791.419983,0.000388537628,-28.860971,0
-350760.581177,0.000422123682,-28.500905,0
-350729.742371,0.000425636184,-28.464916,0
-350698.903564,0.000406465164,-28.665068,0
-350668.064758,0.000374758125,-29.017791,0
-350637.225952,0.000427674725,-28.444166,0
-350606.387146,0.000434541453,-28.374990,0
-350575.548340,0.000412148993,-28.604759,0
-350544.709534,0.00038279059,-28.925689,0
-350513.870728,0.000361289581,-29.176747,0
-350483.031921,0.000349445719,-29.321504,0
-350452.193115,0.000332460043,-29.537907,0
-350421.354309,0.000334175411,-29.515557,0
-350390.515503,0.000328750428,-29.586638,0
-350359.676697,0.000301115733,-29.967967,0
-350328.837891,0.000272795952,-30.396922,0
-350297.999084,0.000356400324,-29.235921,0
-350267.160278,0.000388416631,-28.862324,0
-350236.321472,0.000284440784,-30.215383,0
-350205.482666,0.000309816064,-29.844262,0
-350174.643860,0.00032958282,-29.575656,0
-350143.805054,0.000292494198,-30.094129,0
-350112.966248,0.000297470512,-30.020862,0
-350082.127441,0.000367562881,-29.101985,0
-350051.288635,0.000361020788,-29.179980,0
-350020.449829,0.000372243175,-29.047034,0
-349989.611023,0.000381319662,-28.942410,0
-349958.772217,0.000417919421,-28.544376,0
-349927.933411,0.000400266176,-28.731813,0
-349897.094604,0.000362290527,-29.164732,0
-349866.255798,0.000397289092,-28.764235,0
-349835.416992,0.000409194812,-28.636001,0
-349804.578186,0.000371031168,-29.061198,0
-349773.739380,0.000322739937,-29.666775,0
-349742.900574,0.000415423252,-28.570394,0
-349712.061768,0.00036617619,-29.118401,0
-349681.222961,0.000341411858,-29.422516,0
-349650.384155,0.000342487921,-29.408849,0
-349619.545349,0.000300004219,-29.984028,0
-349588.706543,0.000297305917,-30.023266,0
-349557.867737,0.000336097568,-29.490648,0
-349527.028931,0.000321588592,-29.682295,0
-349496.190125,0.000308187111,-29.867157,0
-349465.351318,0.000316278652,-29.754603,0
-349434.512512,0.000343221784,-29.399553,0
-349403.673706,0.00033308362,-29.529769,0
-349372.834900,0.00034664163,-29.356495,0
-349341.996094,0.000379102201,-28.967739,0
-349311.157288,0.000374663587,-29.018887,0
-349280.318481,0.000409002992,-28.638037,0
-349249.479675,0.000295811766,-30.045147,0
-349218.640869,0.000332851467,-29.532797,0
-349187.802063,0.000334867443,-29.506572,0
-349156.963257,0.000307290105,-29.879816,0
-349126.124451,0.000328525009,-29.589617,0
-349095.285645,0.000412477961,-28.601294,0
-349064.446838,0.000455180749,-28.173463,0
-349033.608032,0.000450084853,-28.222358,0
-349002.769226,0.000361223075,-29.177547,0
-348971.930420,0.000304558323,-29.918597,0
-348941.091614,0.000312917471,-29.801004,0
-348910.252808,0.000354551979,-29.258503,0
-348879.414001,0.000332459728,-29.537911,0
-348848.575195,0.00034268321,-29.406373,0
-348817.736389,0.000390767526,-28.836117,0
-348786.897583,0.000362306679,-29.164538,0
-348756.058777,0.000389497728,-28.850252,0
-348725.219971,0.000428689505,-28.433873,0
-348694.381165,0.000424117508,-28.480440,0
-348663.542358,0.000391374926,-28.829372,0
-348632.703552,0.000336362754,-29.487223,0
-348601.864746,0.000361702313,-29.171789,0
-348571.025940,0.000409268104,-28.635223,0
-348540.187134,0.000386876219,-28.879581,0
-348509.348328,0.000447733681,-28.245104,0
-348478.509521,0.000405318281,-28.677340,0
-348447.670715,0.000368739785,-29.088102,0
-348416.831909,0.000330784987,-29.559844,0
-348385.993103,0.000332424051,-29.538377,0
-348355.154297,0.000379398712,-28.964343,0
-348324.315491,0.00043829843,-28.337603,0
-348293.476685,0.000467341071,-28.058962,0
-348262.637878,0.000344867884,-29.378774,0
-348231.799072,0.000366482065,-29.114774,0
-348200.960266,0.00035118963,-29.299885,0
-348170.121460,0.000371286349,-29.058212,0
-348139.282654,0.000326818658,-29.612233,0
-348108.443848,0.000364265524,-29.141121,0
-348077.605042,0.000370859391,-29.063209,0
-348046.766235,0.000312865824,-29.801720,0
-348015.927429,0.000318429342,-29.725171,0
-347985.088623,0.000344096749,-29.388496,0
-347954.249817,0.000350744794,-29.305389,0
-347923.411011,0.000363887838,-29.145626,0
-347892.572205,0.000430502077,-28.415549,0
-347861.733398,0.000415711444,-28.567382,0
-347830.894592,0.000358733643,-29.207581,0
-347800.055786,0.000313557711,-29.792127,0
-347769.216980,0.000356428301,-29.235580,0
-347738.378174,0.000366787245,-29.111159,0
-347707.539368,0.00036784203,-29.098688,0
-347676.700562,0.000297937833,-30.014045,0
-347645.861755,0.000270120519,-30.439726,0
-347615.022949,0.000310075316,-29.840630,0
-347584.184143,0.000314457504,-29.779682,0
-347553.345337,0.000249636633,-30.782219,0
-347522.506531,0.000290903253,-30.117816,0
-347491.667725,0.000376094341,-29.002334,0
-347460.828918,0.00034479668,-29.379671,0
-347429.990112,0.000310215779,-29.838663,0
-347399.151306,0.000264660068,-30.528418,0
-347368.312500,0.000332301838,-29.539974,0
-347337.473694,0.000419723873,-28.525665,0
-347306.634888,0.000393348878,-28.807523,0
-347275.796082,0.000318800703,-29.720109,0
-347244.957275,0.000343046841,-29.401767,0
-347214.118469,0.000372324979,-29.046080,0
-347183.279663,0.000359368365,-29.199903,0
-347152.440857,0.000340714383,-29.431397,0
-347121.602051,0.000414070515,-28.584559,0
-347090.763245,0.000339895974,-29.441841,0
-347059.924438,0.000332005815,-29.543845,0
-347029.085632,0.00033420903,-29.515120,0
-346998.246826,0.000295493686,-30.049820,0
-346967.408020,0.000357570258,-29.221688,0
-346936.569214,0.000315230914,-29.769014,0
-346905.730408,0.000380043572,-28.956968,0
-346874.891602,0.000398522762,-28.750770,0
-346844.052795,0.000422475662,-28.497285,0
-346813.213989,0.000372375991,-29.045485,0
-346782.375183,0.000318350351,-29.726248,0
-346751.536377,0.000402163088,-28.711280,0
-346720.697571,0.00039346239,-28.806269,0
-346689.858765,0.000315088968,-29.770970,0
-346659.019958,0.000354085323,-29.264222,0
-346628.181152,0.000372928646,-29.039044,0
-346597.342346,0.000327138318,-29.607988,0
-346566.503540,0.000359848363,-29.194106,0
-346535.664734,0.000406684335,-28.662727,0
-346504.825928,0.00033193216,-29.544808,0
-346473.987122,0.000361418847,-29.175194,0
-346443.148315,0.000398598755,-28.749942,0
-346412.309509,0.000393106597,-28.810198,0
-346381.470703,0.000314157323,-29.783830,0
-346350.631897,0.000361492017,-29.174315,0
-346319.793091,0.00042452069,-28.476313,0
-346288.954285,0.000418455595,-28.538808,0
-346258.115479,0.000392348849,-28.818578,0
-346227.276672,0.000350279871,-29.311150,0
-346196.437866,0.00042212309,-28.500911,0
-346165.599060,0.000390655695,-28.837360,0
-346134.760254,0.000341920053,-29.416056,0
-346103.921448,0.000380699322,-28.949481,0
-346073.082642,0.000369099867,-29.083863,0
-346042.243835,0.00041209871,-28.605289,0
-346011.405029,0.000341433301,-29.422243,0
-345980.566223,0.000307612421,-29.875263,0
-345949.727417,0.000308925843,-29.856759,0
-345918.888611,0.000385647589,-28.893395,0
-345888.049805,0.00036094321,-29.180913,0
-345857.210999,0.000337635557,-29.470820,0
-345826.372192,0.000368171591,-29.094799,0
-345795.533386,0.000376254605,-29.000483,0
-345764.694580,0.000346016652,-29.364332,0
-345733.855774,0.000336938593,-29.479794,0
-345703.016968,0.00036522927,-29.129646,0
-345672.178162,0.000370001509,-29.073267,0
-345641.339355,0.000309018959,-29.855450,0
-345610.500549,0.000340778439,-29.430581,0
-345579.661743,0.000336451118,-29.486082,0
-345548.822937,0.00034840799,-29.334421,0
-345517.984131,0.00035359585,-29.270230,0
-345487.145325,0.000359773212,-29.195013,0
-345456.306519,0.000354048027,-29.264680,0
-345425.467712,0.000367407404,-29.103823,0
-345394.628906,0.000279262658,-30.295173,0
-345363.790100,0.000276645277,-30.336069,0
-345332.951294,0.000311350554,-29.822805,0
-345302.112488,0.000343430231,-29.396916,0
-345271.273682,0.000338436302,-29.460532,0
-345240.434875,0.00042100749,-28.512403,0
-345209.596069,0.000377763874,-28.983097,0
-345178.757263,0.000322307031,-29.672604,0
-345147.918457,0.000322019597,-29.676479,0
-345117.079651,0.000389014808,-28.855640,0
-345086.240845,0.000485913092,-27.889716,0
-345055.402039,0.00036165543,-29.172352,0
-345024.563232,0.000317247145,-29.741324,0
-344993.724426,0.000412018313,-28.606137,0
-344962.885620,0.000450149002,-28.221739,0
-344932.046814,0.000341466851,-29.421816,0
-344901.208008,0.00038294229,-28.923968,0
-344870.369202,0.000346632303,-29.356611,0
-344839.530396,0.000333540259,-29.523819,0
-344808.691589,0.000374625836,-29.019324,0
-344777.852783,0.0003253526,-29.631759,0
-344747.013977,0.000335385836,-29.499855,0
-344716.175171,0.000331225182,-29.554068,0
-344685.336365,0.000352716379,-29.281045,0
-344654.497559,0.000372871153,-29.039714,0
-344623.658752,0.000380311429,-28.953908,0
-344592.819946,0.000387576012,-28.871733,0
-344561.981140,0.000324874618,-29.638144,0
-344531.142334,0.000381895799,-28.935853,0
-344500.303528,0.000392301826,-28.819098,0
