channel_snr_db,noise_bandwidth_hz,guard,guard_fraction,symbol_rate,symbol_rate_hz,esn0_db,ebn0_db,fec,offered_packets,correct_packets,missed_or_bad_packets,packet_error_percent
6.40,333000,1/8,0.125000,150k,150000,9.35,6.34,2/3,240,240,0,0.00
6.60,333000,1/8,0.125000,150k,150000,9.55,6.54,2/3,240,240,0,0.00
6.80,333000,1/8,0.125000,150k,150000,9.75,6.74,2/3,240,240,0,0.00
7.00,333000,1/8,0.125000,150k,150000,9.95,6.94,2/3,240,240,0,0.00
7.20,333000,1/8,0.125000,150k,150000,10.15,7.14,2/3,240,240,0,0.00
7.40,333000,1/8,0.125000,150k,150000,10.35,7.34,2/3,240,240,0,0.00
7.60,333000,1/8,0.125000,150k,150000,10.55,7.54,2/3,240,240,0,0.00
7.80,333000,1/8,0.125000,150k,150000,10.75,7.74,2/3,240,240,0,0.00
8.00,333000,1/8,0.125000,150k,150000,10.95,7.94,2/3,240,240,0,0.00
0.00,333000,1/8,0.125000,150k,150000,2.95,-0.06,3/4,240,0,240,100.00
0.20,333000,1/8,0.125000,150k,150000,3.15,0.14,3/4,240,0,240,100.00
0.40,333000,1/8,0.125000,150k,150000,3.35,0.34,3/4,240,0,240,100.00
0.60,333000,1/8,0.125000,150k,150000,3.55,0.54,3/4,240,0,240,100.00
0.80,333000,1/8,0.125000,150k,150000,3.75,0.74,3/4,240,0,240,100.00
1.00,333000,1/8,0.125000,150k,150000,3.95,0.94,3/4,240,7,233,97.08
1.20,333000,1/8,0.125000,150k,150000,4.15,1.14,3/4,240,18,222,92.50
1.40,333000,1/8,0.125000,150k,150000,4.35,1.34,3/4,240,38,202,84.17
1.60,333000,1/8,0.125000,150k,150000,4.55,1.54,3/4,240,79,161,67.08
1.80,333000,1/8,0.125000,150k,150000,4.75,1.74,3/4,240,111,129,53.75
2.00,333000,1/8,0.125000,150k,150000,4.95,1.94,3/4,240,146,94,39.17
2.20,333000,1/8,0.125000,150k,150000,5.15,2.14,3/4,240,172,68,28.33
2.40,333000,1/8,0.125000,150k,150000,5.35,2.34,3/4,240,196,44,18.33
2.60,333000,1/8,0.125000,150k,150000,5.55,2.54,3/4,240,219,21,8.75
2.80,333000,1/8,0.125000,150k,150000,5.75,2.74,3/4,240,219,21,8.75
3.00,333000,1/8,0.125000,150k,150000,5.95,2.94,3/4,240,230,10,4.17
3.20,333000,1/8,0.125000,150k,150000,6.15,3.14,3/4,240,234,6,2.50
3.40,333000,1/8,0.125000,150k,150000,6.35,3.34,3/4,240,239,1,0.42
3.60,333000,1/8,0.125000,150k,150000,6.55,3.54,3/4,240,239,1,0.42
3.80,333000,1/8,0.125000,150k,150000,6.75,3.74,3/4,240,240,0,0.00
4.00,333000,1/8,0.125000,150k,150000,6.95,3.94,3/4,240,240,0,0.00
4.20,333000,1/8,0.125000,150k,150000,7.15,4.14,3/4,240,240,0,0.00
4.40,333000,1/8,0.125000,150k,150000,7.35,4.34,3/4,240,240,0,0.00
4.60,333000,1/8,0.125000,150k,150000,7.55,4.54,3/4,240,240,0,0.00
4.80,333000,1/8,0.125000,150k,150000,7.75,4.74,3/4,240,240,0,0.00
5.00,333000,1/8,0.125000,150k,150000,7.95,4.94,3/4,240,240,0,0.00
5.20,333000,1/8,0.125000,150k,150000,8.15,5.14,3/4,240,240,0,0.00
5.40,333000,1/8,0.125000,150k,150000,8.35,5.34,3/4,240,240,0,0.00
5.60,333000,1/8,0.125000,150k,150000,8.55,5.54,3/4,240,240,0,0.00
5.80,333000,1/8,0.125000,150k,150000,8.75,5.74,3/4,240,240,0,0.00
6.00,333000,1/8,0.125000,150k,150000,8.95,5.94,3/4,240,240,0,0.00
6.20,333000,1/8,0.125000,150k,150000,9.15,6.14,3/4,240,240,0,0.00
6.40,333000,1/8,0.125000,150k,150000,9.35,6.34,3/4,240,240,0,0.00
6.60,333000,1/8,0.125000,150k,150000,9.55,6.54,3/4,240,240,0,0.00
6.80,333000,1/8,0.125000,150k,150000,9.75,6.74,3/4,240,240,0,0.00
7.00,333000,1/8,0.125000,150k,150000,9.95,6.94,3/4,240,240,0,0.00
7.20,333000,1/8,0.125000,150k,150000,10.15,7.14,3/4,240,240,0,0.00
7.40,333000,1/8,0.125000,150k,150000,10.35,7.34,3/4,240,240,0,0.00
7.60,333000,1/8,0.125000,150k,150000,10.55,7.54,3/4,240,240,0,0.00
7.80,333000,1/8,0.125000,150k,150000,10.75,7.74,3/4,240,240,0,0.00
8.00,333000,1/8,0.125000,150k,150000,10.95,7.94,3/4,240,240,0,0.00
