i,q,symbol,bin,qpsk4_score,carrier_rms
-0.2052883,-0.5915006,0,-9,0.1710930,0.0326216
-0.1773868,-0.3995360,0,-5,0.1951635,0.0333549
-0.6128520,-0.2430276,0,-4,0.2042495,0.0343066
-1.0691637,0.1304889,0,1,0.2247535,0.0338508
0.4165870,-0.5078149,0,2,0.2939762,0.0348152
0.8813199,-0.0217786,0,3,0.1737424,0.0339353
0.8271536,0.2563851,0,4,0.2594089,0.0346524
-0.4794834,1.0945489,0,6,0.1565750,0.0334332
1.2705224,-0.4395005,0,7,0.1737236,0.0326045
0.0746685,-0.3384390,0,9,0.1678294,0.0326805
-0.3499531,0.5854809,0,10,0.2213898,0.0344193
-0.5238861,0.3879619,0,12,0.2120367,0.0333326
-0.8722058,-0.6579067,0,13,0.1577619,0.0357245
0.9924977,-0.3009778,0,14,0.1939455,0.0349792
-0.6596463,0.8956318,0,15,0.2121444,0.0327481
0.2795063,-0.9383160,0,16,0.2309634,0.0329294
0.7278687,-0.0859224,0,22,0.1895348,0.0355227
0.3786092,0.6648596,0,23,0.1915137,0.0334208
0.6391894,-0.1280865,0,25,0.2142462,0.0346849
-0.4125915,1.2232020,0,28,0.1805312,0.0358344
-0.8389193,-0.2997803,0,29,0.1930501,0.0366088
-0.8530551,-0.9953695,0,35,0.2019382,0.0332735
-1.0668714,-0.9651703,0,36,0.3715389,0.0355155
0.6480896,-0.0835807,0,37,0.1829389,0.0351517
-0.4887085,-0.3829556,0,38,0.2291635,0.0347135
-1.2517040,-0.8406411,0,40,0.3006281,0.0343368
-0.6483642,0.3772627,0,44,0.2914636,0.0348589
-0.7376491,0.6319028,0,50,0.2318919,0.0339833
0.7749540,0.4673510,0,51,0.2519314,0.0345825
0.2041473,0.5701105,0,57,0.1652217,0.0325672
-0.6550815,0.2579641,0,58,0.2815688,0.0330293
-0.8681732,0.8586488,0,61,0.2645710,0.0337149
-1.3043251,1.6231374,0,62,0.1939015,0.0341952
-0.4982047,0.6963171,0,64,0.1700183,0.0341875
0.0899767,0.9573305,0,67,0.2822345,0.0339150
0.9049816,-1.1621871,0,69,0.1695313,0.0322643
