i,q,symbol,bin,qpsk4_score,carrier_rms
0.5549704,0.6790224,14,-56,0.2210422,0.0332184
-0.2911931,-0.2074397,14,-54,0.1823994,0.0329907
-0.0631304,-0.2216923,14,-49,0.1672389,0.0347945
0.4315830,0.1648723,14,-48,0.2353979,0.0343193
0.7620518,-0.4115568,14,-47,0.2414223,0.0320335
0.3853882,-1.2985086,14,-46,0.1879204,0.0355634
-0.3253753,-0.3387634,14,-44,0.1774834,0.0316402
0.6202016,-0.6629101,14,-43,0.1669991,0.0335626
-0.0860410,0.5755042,14,-42,0.2398450,0.0326647
-0.0960587,0.2787148,14,-40,0.2284884,0.0344049
-1.2664309,0.2563038,14,-39,0.2268003,0.0354010
-0.0792321,-1.6626334,14,-38,0.2202643,0.0346560
0.6674527,-0.6590558,14,-36,0.2231240,0.0331801
-0.5839738,0.4819173,14,-33,0.1589296,0.0329247
-0.8634881,-0.9444736,14,-32,0.2391770,0.0345359
-0.0919130,-0.7916020,14,-31,0.2330564,0.0354402
-0.2732573,0.0345917,14,-27,0.2107448,0.0322772
-1.0559543,0.5354381,14,-25,0.1999021,0.0335838
0.6030661,1.1189606,14,-24,0.1679632,0.0348238
-0.8788566,0.1927099,14,-22,0.2049773,0.0350560
-0.9411191,0.1296761,14,-20,0.1728152,0.0345012
-0.5768632,0.7029403,14,-18,0.2527941,0.0328072
-0.1498788,-0.8440669,14,-16,0.3097780,0.0317280
1.1993918,-0.8773962,14,-14,0.1747163,0.0338224
-0.3392321,-0.4903575,14,-13,0.1633070,0.0345562
-0.3708676,0.4997993,14,-12,0.1729274,0.0357050
-0.3011919,0.0453313,14,-9,0.1710930,0.0326216
-0.0435952,-0.3652927,14,-5,0.1951635,0.0333549
-0.4472865,0.1790137,14,-4,0.2042495,0.0343066
1.4157207,0.4234228,14,1,0.2247535,0.0338508
-0.3170051,-0.5183005,14,2,0.2939762,0.0348152
0.3020178,0.0767301,14,3,0.1737424,0.0339353
0.3518996,0.1737575,14,4,0.2594089,0.0346524
0.1933610,-1.5671936,14,6,0.1565750,0.0334332
-0.7220653,0.8771806,14,7,0.1737236,0.0326045
-0.5372909,0.2245652,14,9,0.1678294,0.0326805
0.7117373,-0.7438338,14,10,0.2213898,0.0344193
-0.3280893,0.1707923,14,12,0.2120367,0.0333326
0.6157696,0.5843533,14,13,0.1577619,0.0357245
1.4829730,-0.7473500,14,14,0.1939455,0.0349792
0.7053803,-0.0118553,14,15,0.2121444,0.0327481
-0.4191133,0.0484403,14,16,0.2309634,0.0329294
-0.8003336,-1.7055578,14,22,0.1895348,0.0355227
1.1323520,0.8619320,14,23,0.1915137,0.0334208
-0.2288738,-0.9579245,14,25,0.2142462,0.0346849
-2.0673890,0.6368806,14,28,0.1805312,0.0358344
1.0832589,0.6986535,14,29,0.1930501,0.0366088
0.1326840,-0.1545348,14,35,0.2019382,0.0332735
-0.8416103,0.7861911,14,36,0.3715389,0.0355155
1.3781607,-0.4823604,14,37,0.1829389,0.0351517
-0.2875958,-1.3302287,14,38,0.2291635,0.0347135
0.0819934,0.3449817,14,40,0.3006281,0.0343368
-0.2958303,0.3290095,14,44,0.2914636,0.0348589
-0.0699994,0.9119396,14,50,0.2318919,0.0339833
-0.7680540,0.0541402,14,51,0.2519314,0.0345825
1.6488817,-0.5688160,14,57,0.1652217,0.0325672
0.1161072,-1.4920925,14,58,0.2815688,0.0330293
0.6448740,0.8567717,14,61,0.2645710,0.0337149
-0.3745828,-0.1852644,14,62,0.1939015,0.0341952
-1.2758521,-0.5353743,14,64,0.1700183,0.0341875
-1.9628984,0.8650562,14,67,0.2822345,0.0339150
-0.1757051,0.1189520,14,69,0.1695313,0.0322643
-0.2651350,-0.7433027,14,72,0.1896206,0.0323346
-1.4008905,-0.9567860,14,75,0.1675968,0.0343307
-0.3137548,0.1928421,14,77,0.2244337,0.0336526
-0.1928954,1.2394289,14,78,0.1891632,0.0333471
-0.2992556,0.1168813,15,-79,0.2501132,0.0322619
0.1756065,0.0068536,15,-76,0.3398334,0.0327613
-0.7595031,-0.3524254,15,-74,0.1941545,0.0344416
-0.3221769,0.2524377,15,-72,0.2003226,0.0324508
-0.3330187,0.8991122,15,-71,0.2163529,0.0324261
-0.0212198,-0.3499240,15,-70,0.2217442,0.0311667
0.3181505,0.9041668,15,-68,0.1923675,0.0312710
0.7353412,-0.7273193,15,-67,0.1570395,0.0345046
1.0640695,-0.1252810,15,-65,0.1866726,0.0345717
1.5473983,0.1248885,15,-63,0.2275395,0.0348791
0.1680588,-0.1637322,15,-62,0.2089079,0.0343295
-0.0347541,0.6927137,15,-61,0.2655490,0.0322064
-0.3836136,0.6683364,15,-58,0.2100309,0.0333572
0.5000064,0.8750824,15,-57,0.2247283,0.0340330
-0.2371264,-0.9637977,15,-56,0.2210422,0.0332184
-0.3194335,0.1164641,15,-54,0.1823994,0.0329907
-1.1007924,0.2223195,15,-49,0.1672389,0.0347945
0.3887524,1.0887396,15,-48,0.2353979,0.0343193
-0.2958838,0.2927566,15,-47,0.2414223,0.0320335
0.1762338,-0.3598046,15,-46,0.1879204,0.0355634
1.0664045,-1.0799198,15,-44,0.1774834,0.0316402
0.1200966,0.7930429,15,-43,0.1669991,0.0335626
1.0175406,-0.7747847,15,-42,0.2398450,0.0326647
-0.7917570,1.2158496,15,-40,0.2284884,0.0344049
0.3329588,-1.0068579,15,-39,0.2268003,0.0354010
0.2468492,0.0889364,15,-38,0.2202643,0.0346560
-1.2305222,-1.1669469,15,-36,0.2231240,0.0331801
0.6118550,0.1951992,15,-33,0.1589296,0.0329247
-1.4614772,0.5875479,15,-32,0.2391770,0.0345359
-0.5598118,-1.0826523,15,-31,0.2330564,0.0354402
-0.3564278,-0.6112389,15,-27,0.2107448,0.0322772
-1.1760545,0.9532341,15,-25,0.1999021,0.0335838
0.7863727,-0.3089754,15,-24,0.1679632,0.0348238
1.4943751,-0.9183489,15,-22,0.2049773,0.0350560
0.4107057,0.2632507,15,-20,0.1728152,0.0345012
-0.2504634,-0.2460764,15,-18,0.2527941,0.0328072
0.5815026,0.1761052,15,-16,0.3097780,0.0317280
-1.0156124,0.6247460,15,-14,0.1747163,0.0338224
1.5047406,0.8834008,15,-13,0.1633070,0.0345562
1.4326630,1.3060695,15,-12,0.1729274,0.0357050
-0.2552486,-0.6206039,15,-9,0.1710930,0.0326216
-0.7788906,0.8413621,15,-5,0.1951635,0.0333549
-0.4762061,-0.2855443,15,-4,0.2042495,0.0343066
0.1664826,0.1570955,15,1,0.2247535,0.0338508
0.8809966,0.2896427,15,2,0.2939762,0.0348152
-1.2003641,-0.7265316,15,3,0.1737424,0.0339353
0.0286652,-0.7099024,15,4,0.2594089,0.0346524
-0.6787961,-0.9346346,15,6,0.1565750,0.0334332
-0.0731070,-0.0182801,15,7,0.1737236,0.0326045
-0.3067555,-0.2901570,15,9,0.1678294,0.0326805
-0.4196008,-0.7598596,15,10,0.2213898,0.0344193
1.3954674,-0.2661276,15,12,0.2120367,0.0333326
0.9165635,1.0203375,15,13,0.1577619,0.0357245
0.1920453,0.6874884,15,14,0.1939455,0.0349792
-1.9053288,1.2730465,15,15,0.2121444,0.0327481
0.2678947,-0.5316908,15,16,0.2309634,0.0329294
0.6342843,0.4410281,15,22,0.1895348,0.0355227
0.5479112,0.2942744,15,23,0.1915137,0.0334208
-0.8877255,-0.0981443,15,25,0.2142462,0.0346849
1.0080849,0.7676380,15,28,0.1805312,0.0358344
0.0607029,0.1864276,15,29,0.1930501,0.0366088
-0.2849032,0.1494083,15,35,0.2019382,0.0332735
0.4643104,0.4799749,15,36,0.3715389,0.0355155
0.8578644,-0.1960214,15,37,0.1829389,0.0351517
-0.6497647,0.5041860,15,38,0.2291635,0.0347135
0.9116660,1.7901403,15,40,0.3006281,0.0343368
-0.6748926,0.9600400,15,44,0.2914636,0.0348589
-0.0445758,-0.5148460,15,50,0.2318919,0.0339833
-0.3790082,-0.1812217,15,51,0.2519314,0.0345825
-0.8005985,-1.0975127,15,57,0.1652217,0.0325672
0.1910192,-0.0176510,15,58,0.2815688,0.0330293
0.6377977,-0.0733215,15,61,0.2645710,0.0337149
-0.9326234,0.9808081,15,62,0.1939015,0.0341952
-0.0252347,0.8379543,15,64,0.1700183,0.0341875
-1.2276435,0.7859289,15,67,0.2822345,0.0339150
0.3232686,-0.3033423,15,69,0.1695313,0.0322643
0.3408876,-0.2821954,15,72,0.1896206,0.0323346
0.4150204,0.4715144,15,75,0.1675968,0.0343307
-0.1946926,0.5237910,15,77,0.2244337,0.0336526
0.7416558,-0.8016163,15,78,0.1891632,0.0333471
0.3174243,-0.4315131,16,-79,0.2501132,0.0322619
0.4224036,0.3986388,16,-76,0.3398334,0.0327613
0.4353745,-0.5395067,16,-74,0.1941545,0.0344416
0.3403340,-0.9331703,16,-72,0.2003226,0.0324508
-0.3345302,-0.8394948,16,-71,0.2163529,0.0324261
-0.3419321,0.1182512,16,-70,0.2217442,0.0311667
0.7928698,-1.2413353,16,-68,0.1923675,0.0312710
0.2664812,0.1654355,16,-67,0.1570395,0.0345046
0.6079836,-0.8111102,16,-65,0.1866726,0.0345717
-0.0748190,0.1617903,16,-63,0.2275395,0.0348791
-0.0901592,-0.4073716,16,-62,0.2089079,0.0343295
0.1708276,0.9414138,16,-61,0.2655490,0.0322064
-0.0759689,-1.1243817,16,-58,0.2100309,0.0333572
0.2354081,0.7426852,16,-57,0.2247283,0.0340330
0.0167461,-0.0962347,16,-56,0.2210422,0.0332184
-1.9736050,0.2754975,16,-54,0.1823994,0.0329907
1.0951924,0.7202841,16,-49,0.1672389,0.0347945
-0.3740312,0.9817198,16,-48,0.2353979,0.0343193
-0.6136615,0.5164040,16,-47,0.2414223,0.0320335
-0.5770265,0.4944722,16,-46,0.1879204,0.0355634
0.3553153,0.2480307,16,-44,0.1774834,0.0316402
-0.7665516,-0.4156978,16,-43,0.1669991,0.0335626
0.1751788,-0.3033219,16,-42,0.2398450,0.0326647
-0.6216779,1.1450880,16,-40,0.2284884,0.0344049
0.8241296,-0.0812296,16,-39,0.2268003,0.0354010
-0.8477023,-1.2701898,16,-38,0.2202643,0.0346560
-0.3661799,-0.5050959,16,-36,0.2231240,0.0331801
-1.4315062,-0.8076529,16,-33,0.1589296,0.0329247
-0.6657182,-0.4725339,16,-32,0.2391770,0.0345359
-0.1684636,0.1703698,16,-31,0.2330564,0.0354402
-0.6918590,1.0016642,16,-27,0.2107448,0.0322772
-0.6138340,-0.8074002,16,-25,0.1999021,0.0335838
0.1743285,0.5933110,16,-24,0.1679632,0.0348238
0.7118027,0.0164877,16,-22,0.2049773,0.0350560
0.9781914,-1.1898313,16,-20,0.1728152,0.0345012
-0.8865345,0.3682056,16,-18,0.2527941,0.0328072
-0.3603566,0.1964263,16,-16,0.3097780,0.0317280
0.2023557,-0.2880214,16,-14,0.1747163,0.0338224
-0.8581196,0.7545370,16,-13,0.1633070,0.0345562
0.9444214,0.0230832,16,-12,0.1729274,0.0357050
0.6223037,-1.1463634,16,-9,0.1710930,0.0326216
-0.0380722,0.5671530,16,-5,0.1951635,0.0333549
0.5248418,0.9898073,16,-4,0.2042495,0.0343066
-0.4227271,-0.7059752,16,1,0.2247535,0.0338508
-0.0694524,-0.1473611,16,2,0.2939762,0.0348152
0.4260165,-0.1696373,16,3,0.1737424,0.0339353
1.5048323,-0.3514319,16,4,0.2594089,0.0346524
-0.1412020,0.3524466,16,6,0.1565750,0.0334332
1.0780839,-0.2869059,16,7,0.1737236,0.0326045
0.0086640,-0.4237225,16,9,0.1678294,0.0326805
1.5177962,0.7212005,16,10,0.2213898,0.0344193
-0.4272243,0.2726119,16,12,0.2120367,0.0333326
-0.1816787,1.4085586,16,13,0.1577619,0.0357245
1.2441819,-0.5074202,16,14,0.1939455,0.0349792
0.1627733,-0.2110197,16,15,0.2121444,0.0327481
0.8658957,-0.3637946,16,16,0.2309634,0.0329294
0.6789066,0.5485074,16,22,0.1895348,0.0355227
1.5029629,0.1538378,16,23,0.1915137,0.0334208
-1.2160808,0.5533650,16,25,0.2142462,0.0346849
0.4571125,-0.0972496,16,28,0.1805312,0.0358344
-0.2016808,-1.5524281,16,29,0.1930501,0.0366088
-0.6126708,-0.5635141,16,35,0.2019382,0.0332735
0.6306966,0.2793579,16,36,0.3715389,0.0355155
-0.3612427,0.4769530,16,37,0.1829389,0.0351517
-0.0397726,-0.6409811,16,38,0.2291635,0.0347135
-0.3073067,-0.4447754,16,40,0.3006281,0.0343368
0.4329297,1.5946760,16,44,0.2914636,0.0348589
0.6158966,-0.0040784,16,50,0.2318919,0.0339833
-1.5119746,0.7619376,16,51,0.2519314,0.0345825
1.4704592,0.3107636,16,57,0.1652217,0.0325672
0.0303663,0.5209897,16,58,0.2815688,0.0330293
0.1795999,-0.5951743,16,61,0.2645710,0.0337149
0.3812470,0.0595484,16,62,0.1939015,0.0341952
-0.6814148,-1.8645890,16,64,0.1700183,0.0341875
1.2596505,0.3097070,16,67,0.2822345,0.0339150
1.6113461,0.2480600,16,69,0.1695313,0.0322643
0.5709260,0.6213869,16,72,0.1896206,0.0323346
0.1402210,0.5203515,16,75,0.1675968,0.0343307
-1.1373528,-1.3022954,16,77,0.2244337,0.0336526
0.6350023,0.5879687,16,78,0.1891632,0.0333471
0.0181064,0.9808607,17,-79,0.2501132,0.0322619
-0.1453157,-0.3420577,17,-76,0.3398334,0.0327613
-0.3148468,1.3382399,17,-74,0.1941545,0.0344416
0.2007781,-0.5479573,17,-72,0.2003226,0.0324508
-0.0109719,0.3499724,17,-71,0.2163529,0.0324261
0.3833132,0.3252468,17,-70,0.2217442,0.0311667
1.6152724,-1.2572423,17,-68,0.1923675,0.0312710
-0.9544865,0.2459059,17,-67,0.1570395,0.0345046
0.3142704,0.0287406,17,-65,0.1866726,0.0345717
-0.0611872,-0.2639723,17,-63,0.2275395,0.0348791
0.1651485,0.5628763,17,-62,0.2089079,0.0343295
-1.3128947,0.6070711,17,-61,0.2655490,0.0322064
-0.4430719,0.9676474,17,-58,0.2100309,0.0333572
-0.4604000,-0.2877192,17,-57,0.2247283,0.0340330
0.3078924,0.7555183,17,-56,0.2210422,0.0332184
-0.4861816,-0.3961079,17,-54,0.1823994,0.0329907
-0.5719626,1.1648386,17,-49,0.1672389,0.0347945
-0.0040741,0.2922093,17,-48,0.2353979,0.0343193
-0.8807834,-0.6721860,17,-47,0.2414223,0.0320335
-0.4773778,1.0017494,17,-46,0.1879204,0.0355634
-0.3305589,1.5597664,17,-44,0.1774834,0.0316402
-0.1041194,0.4089792,17,-43,0.1669991,0.0335626
0.3939834,0.4144223,17,-42,0.2398450,0.0326647
0.3784381,-0.7469248,17,-40,0.2284884,0.0344049
-0.9469114,-0.8238701,17,-39,0.2268003,0.0354010
-1.4055327,-0.7914464,17,-38,0.2202643,0.0346560
1.5656267,-1.1463974,17,-36,0.2231240,0.0331801
0.3087256,-0.0642180,17,-33,0.1589296,0.0329247
0.8322471,-1.0192702,17,-32,0.2391770,0.0345359
0.7359848,1.1539156,17,-31,0.2330564,0.0354402
0.2417684,-1.1796013,17,-27,0.2107448,0.0322772
-0.3080795,0.7004581,17,-25,0.1999021,0.0335838
-0.2797748,-0.4495456,17,-24,0.1679632,0.0348238
0.9206569,1.6477365,17,-22,0.2049773,0.0350560
1.4534212,0.3443079,17,-20,0.1728152,0.0345012
-0.7989671,-1.4044231,17,-18,0.2527941,0.0328072
-1.7156546,-0.9533204,17,-16,0.3097780,0.0317280
-0.3470447,-0.4933168,17,-14,0.1747163,0.0338224
-0.0101812,-0.5090481,17,-13,0.1633070,0.0345562
-0.5942250,-1.1566852,17,-12,0.1729274,0.0357050
0.0817127,0.0646655,17,-9,0.1710930,0.0326216
-0.3971997,-0.7037893,17,-5,0.1951635,0.0333549
0.5141780,0.0813959,17,-4,0.2042495,0.0343066
-0.7644578,-0.1742074,17,1,0.2247535,0.0338508
0.3155298,0.7980340,17,2,0.2939762,0.0348152
1.2595756,0.5863620,17,3,0.1737424,0.0339353
1.0070525,1.2719811,17,4,0.2594089,0.0346524
0.3928488,-0.4178959,17,6,0.1565750,0.0334332
0.2722781,-0.0257946,17,7,0.1737236,0.0326045
-0.8534287,-0.6639109,17,9,0.1678294,0.0326805
0.3411409,0.0886127,17,10,0.2213898,0.0344193
-1.2226720,-0.7105806,17,12,0.2120367,0.0333326
-0.6686063,0.5888948,17,13,0.1577619,0.0357245
0.2673607,-0.3234443,17,14,0.1939455,0.0349792
-0.9039556,-0.0488299,17,15,0.2121444,0.0327481
0.2116703,1.0640868,17,16,0.2309634,0.0329294
0.0000326,0.9074033,17,22,0.1895348,0.0355227
-0.4591707,-0.8554165,17,23,0.1915137,0.0334208
-0.6790420,-1.3701013,17,25,0.2142462,0.0346849
-0.2531058,0.3428793,17,28,0.1805312,0.0358344
0.4042501,-0.3077347,17,29,0.1930501,0.0366088
0.8343763,0.8897052,17,35,0.2019382,0.0332735
0.9271681,0.0907815,17,36,0.3715389,0.0355155
-1.4259198,-0.3641426,17,37,0.1829389,0.0351517
-0.5242475,-0.2070569,17,38,0.2291635,0.0347135
-0.2709865,-0.1375818,17,40,0.3006281,0.0343368
-0.2361115,0.8508357,17,44,0.2914636,0.0348589
-0.6126704,0.1853021,17,50,0.2318919,0.0339833
-0.0508307,0.2598174,17,51,0.2519314,0.0345825
-0.3835000,-0.0901451,17,57,0.1652217,0.0325672
0.1394192,-0.0926483,17,58,0.2815688,0.0330293
0.3980547,-0.5447465,17,61,0.2645710,0.0337149
1.3348206,0.0967690,17,62,0.1939015,0.0341952
0.1715513,0.4406969,17,64,0.1700183,0.0341875
0.2470514,-0.6427444,17,67,0.2822345,0.0339150
-0.5586593,-0.0794421,17,69,0.1695313,0.0322643
0.2484012,-0.9584765,17,72,0.1896206,0.0323346
0.1263747,0.9961413,17,75,0.1675968,0.0343307
0.9647124,-0.2857924,17,77,0.2244337,0.0336526
0.5189426,0.9697050,17,78,0.1891632,0.0333471
-1.0340644,-0.2628232,18,-79,0.2501132,0.0322619
-0.7010286,0.1589082,18,-76,0.3398334,0.0327613
-0.1866332,1.0709407,18,-74,0.1941545,0.0344416
-1.8534195,-1.3665903,18,-72,0.2003226,0.0324508
0.8237039,0.4731314,18,-71,0.2163529,0.0324261
0.5502405,-1.5278860,18,-70,0.2217442,0.0311667
0.7860336,0.0732281,18,-68,0.1923675,0.0312710
0.1592813,-1.0501468,18,-67,0.1570395,0.0345046
-0.2993902,0.5941716,18,-65,0.1866726,0.0345717
0.3392352,0.0291779,18,-63,0.2275395,0.0348791
0.4181472,0.7196630,18,-62,0.2089079,0.0343295
0.8110017,0.7646180,18,-61,0.2655490,0.0322064
-0.6734219,1.0511693,18,-58,0.2100309,0.0333572
-1.0016832,-0.7075654,18,-57,0.2247283,0.0340330
0.2349008,-0.4859652,18,-56,0.2210422,0.0332184
-1.1429172,-0.7808806,18,-54,0.1823994,0.0329907
-0.4152459,-0.3534896,18,-49,0.1672389,0.0347945
-0.7087756,-0.5500941,18,-48,0.2353979,0.0343193
-0.3508825,0.4526071,18,-47,0.2414223,0.0320335
0.8699848,-0.7236840,18,-46,0.1879204,0.0355634
-1.3297344,-0.2375621,18,-44,0.1774834,0.0316402
0.4821455,0.7835472,18,-43,0.1669991,0.0335626
0.6369176,0.2312532,18,-42,0.2398450,0.0326647
-0.3844810,0.4687783,18,-40,0.2284884,0.0344049
-0.6522989,1.0728792,18,-39,0.2268003,0.0354010
-0.7805833,0.4726347,18,-38,0.2202643,0.0346560
-0.9140578,0.0605715,18,-36,0.2231240,0.0331801
-0.8044118,0.7581663,18,-33,0.1589296,0.0329247
0.3460290,1.1046289,18,-32,0.2391770,0.0345359
-0.6155159,0.7851044,18,-31,0.2330564,0.0354402
-1.7483523,1.3177507,18,-27,0.2107448,0.0322772
-0.6326300,0.2374183,18,-25,0.1999021,0.0335838
0.2470846,-0.3850166,18,-24,0.1679632,0.0348238
0.4081603,-0.7489353,18,-22,0.2049773,0.0350560
0.2502363,-0.8953765,18,-20,0.1728152,0.0345012
0.5576691,-0.1366550,18,-18,0.2527941,0.0328072
-0.9582947,1.6998656,18,-16,0.3097780,0.0317280
-1.1526788,0.2204883,18,-14,0.1747163,0.0338224
-0.5010164,-0.3607745,18,-13,0.1633070,0.0345562
-0.3165745,-0.3541131,18,-12,0.1729274,0.0357050
-1.2230713,-0.7979496,18,-9,0.1710930,0.0326216
-0.7948686,0.6639419,18,-5,0.1951635,0.0333549
0.8000181,-1.1787353,18,-4,0.2042495,0.0343066
0.6737977,-0.7361309,18,1,0.2247535,0.0338508
0.4909170,0.9787922,18,2,0.2939762,0.0348152
0.4976880,0.6128491,18,3,0.1737424,0.0339353
0.4511424,-0.5784875,18,4,0.2594089,0.0346524
-1.5631411,0.7519151,18,6,0.1565750,0.0334332
0.4224740,-0.6090172,18,7,0.1737236,0.0326045
-1.2300065,0.0773764,18,9,0.1678294,0.0326805
0.2798514,0.5401261,18,10,0.2213898,0.0344193
1.2297455,-0.7890290,18,12,0.2120367,0.0333326
0.2663432,-1.7745847,18,13,0.1577619,0.0357245
0.7639931,0.3045280,18,14,0.1939455,0.0349792
-0.2879436,0.1564528,18,15,0.2121444,0.0327481
-0.0159997,0.9082587,18,16,0.2309634,0.0329294
0.5617180,0.6969050,18,22,0.1895348,0.0355227
-0.4100958,-0.7237417,18,23,0.1915137,0.0334208
1.3209472,-0.9463585,18,25,0.2142462,0.0346849
0.0629846,0.0421004,18,28,0.1805312,0.0358344
-0.5573732,-0.1156281,18,29,0.1930501,0.0366088
0.5627055,0.2378331,18,35,0.2019382,0.0332735
-0.4235391,-0.6514754,18,36,0.3715389,0.0355155
-0.3019105,-0.4801097,18,37,0.1829389,0.0351517
0.0321954,0.7454399,18,38,0.2291635,0.0347135
0.0973874,1.0767115,18,40,0.3006281,0.0343368
-0.8766592,-1.1081078,18,44,0.2914636,0.0348589
0.7275258,-0.3513457,18,50,0.2318919,0.0339833
-0.3449715,0.8230622,18,51,0.2519314,0.0345825
0.5687303,-0.3309674,18,57,0.1652217,0.0325672
-0.7318772,0.5861003,18,58,0.2815688,0.0330293
0.5221113,-0.7010033,18,61,0.2645710,0.0337149
-0.0865787,-0.0549971,18,62,0.1939015,0.0341952
0.1820733,0.8537997,18,64,0.1700183,0.0341875
0.0045485,-1.4550735,18,67,0.2822345,0.0339150
1.0081943,0.3338600,18,69,0.1695313,0.0322643
0.1017154,-0.0064582,18,72,0.1896206,0.0323346
0.2297496,0.6588839,18,75,0.1675968,0.0343307
-0.4694113,0.0967066,18,77,0.2244337,0.0336526
-0.3132070,0.5171211,18,78,0.1891632,0.0333471
-0.3050240,0.5157613,19,-79,0.2501132,0.0322619
-1.2388344,0.9364315,19,-76,0.3398334,0.0327613
-0.0241115,-0.3190380,19,-74,0.1941545,0.0344416
-0.5723536,0.0768965,19,-72,0.2003226,0.0324508
-0.9619431,-0.0363466,19,-71,0.2163529,0.0324261
-0.9053616,-0.1439959,19,-70,0.2217442,0.0311667
-0.2042162,0.3157532,19,-68,0.1923675,0.0312710
-0.4895717,0.2813394,19,-67,0.1570395,0.0345046
0.9582335,0.6140032,19,-65,0.1866726,0.0345717
0.6199695,-0.6882252,19,-63,0.2275395,0.0348791
1.5802534,-1.2065961,19,-62,0.2089079,0.0343295
-0.6009834,-0.2398038,19,-61,0.2655490,0.0322064
0.5792649,0.4886181,19,-58,0.2100309,0.0333572
1.3441372,-0.4460943,19,-57,0.2247283,0.0340330
0.7525291,-0.1932512,19,-56,0.2210422,0.0332184
0.5233158,-0.2009088,19,-54,0.1823994,0.0329907
0.7759228,-0.4228176,19,-49,0.1672389,0.0347945
0.0696080,0.4083684,19,-48,0.2353979,0.0343193
-0.9241887,0.0495897,19,-47,0.2414223,0.0320335
0.0298884,-0.4097135,19,-46,0.1879204,0.0355634
0.7297928,1.1962670,19,-44,0.1774834,0.0316402
0.8610229,1.3079205,19,-43,0.1669991,0.0335626
0.1716677,-0.5071272,19,-42,0.2398450,0.0326647
-0.0579570,-0.6492751,19,-40,0.2284884,0.0344049
-0.2140843,-0.6433300,19,-39,0.2268003,0.0354010
-0.6925145,-1.0809195,19,-38,0.2202643,0.0346560
0.1794786,-0.2172038,19,-36,0.2231240,0.0331801
0.6999739,1.9407305,19,-33,0.1589296,0.0329247
-0.6609135,1.3037277,19,-32,0.2391770,0.0345359
-1.2384517,-0.8887885,19,-31,0.2330564,0.0354402
-0.9129239,-0.2738793,19,-27,0.2107448,0.0322772
0.9404180,-0.6890286,19,-25,0.1999021,0.0335838
1.5943985,1.0489336,19,-24,0.1679632,0.0348238
-0.2931075,-0.5383294,19,-22,0.2049773,0.0350560
0.0184541,-0.5166803,19,-20,0.1728152,0.0345012
0.3912575,-0.3198524,19,-18,0.2527941,0.0328072
-0.8266360,-0.5197710,19,-16,0.3097780,0.0317280
0.3633733,-0.2437910,19,-14,0.1747163,0.0338224
0.8262655,0.4411319,19,-13,0.1633070,0.0345562
-0.0498123,-0.2191512,19,-12,0.1729274,0.0357050
0.1741954,-0.2320441,19,-9,0.1710930,0.0326216
-1.1991231,-0.7959874,19,-5,0.1951635,0.0333549
-0.3730277,-0.7618129,19,-4,0.2042495,0.0343066
-0.3267970,0.6655405,19,1,0.2247535,0.0338508
0.4939432,0.8946124,19,2,0.2939762,0.0348152
0.6381212,-0.4050201,19,3,0.1737424,0.0339353
-0.0382074,0.2321354,19,4,0.2594089,0.0346524
-0.1536094,-1.3585050,19,6,0.1565750,0.0334332
0.6286902,-0.1682459,19,7,0.1737236,0.0326045
-0.8874416,-0.1478857,19,9,0.1678294,0.0326805
-0.0910118,-0.6627802,19,10,0.2213898,0.0344193
0.2723483,-1.2619849,19,12,0.2120367,0.0333326
0.6330162,0.2623527,19,13,0.1577619,0.0357245
-0.1189842,0.2883326,19,14,0.1939455,0.0349792
-0.0924312,0.2643044,19,15,0.2121444,0.0327481
0.2261729,0.5254856,19,16,0.2309634,0.0329294
0.3653025,0.8183987,19,22,0.1895348,0.0355227
0.8415597,0.3557824,19,23,0.1915137,0.0334208
-0.7092546,-0.7396784,19,25,0.2142462,0.0346849
-0.3625968,0.5979970,19,28,0.1805312,0.0358344
0.7876107,-0.9737954,19,29,0.1930501,0.0366088
1.4383179,1.1567830,19,35,0.2019382,0.0332735
1.1621226,-1.9302977,19,36,0.3715389,0.0355155
-0.0065648,-0.4290171,19,37,0.1829389,0.0351517
-0.8755539,-1.1162074,19,38,0.2291635,0.0347135
0.7691076,-0.3019891,19,40,0.3006281,0.0343368
0.0305346,0.6019097,19,44,0.2914636,0.0348589
-0.8429949,-1.3214130,19,50,0.2318919,0.0339833
-0.7748595,0.4913024,19,51,0.2519314,0.0345825
0.8359865,0.5875568,19,57,0.1652217,0.0325672
1.1481580,-0.2123037,19,58,0.2815688,0.0330293
-0.7123716,-0.7781602,19,61,0.2645710,0.0337149
1.2238822,0.8997404,19,62,0.1939015,0.0341952
-1.2912089,0.1019469,19,64,0.1700183,0.0341875
0.4030711,0.4228133,19,67,0.2822345,0.0339150
0.7999582,0.8180304,19,69,0.1695313,0.0322643
-1.0270098,-0.3684336,19,72,0.1896206,0.0323346
0.1296259,-0.1982136,19,75,0.1675968,0.0343307
-0.5795852,1.2407678,19,77,0.2244337,0.0336526
0.3451476,0.5535575,19,78,0.1891632,0.0333471
0.4325794,0.1343348,20,-79,0.2501132,0.0322619
1.2325411,0.1788652,20,-76,0.3398334,0.0327613
-1.3318421,-1.0838884,20,-74,0.1941545,0.0344416
-0.2743304,-0.8180479,20,-72,0.2003226,0.0324508
-0.3218371,-0.1554182,20,-71,0.2163529,0.0324261
1.7451603,-0.9162329,20,-70,0.2217442,0.0311667
0.9969023,0.2442840,20,-68,0.1923675,0.0312710
