i,q,symbol,bin
0.7537952,-0.6571094,3,56
0.2557106,0.9667534,3,57
0.2290995,-0.9734030,3,58
-0.6605936,-0.7507437,3,59
-0.6585895,0.7525024,3,60
-0.0954030,-0.9954388,3,61
0.8766006,0.4812186,3,62
0.4087940,0.9126267,3,63
0.9263784,0.3765941,3,64
-0.2575973,0.9662524,3,65
0.4479657,-0.8940508,3,66
-0.4253825,-0.9050137,3,67
0.6300226,0.7765768,3,68
-0.3972391,-0.9177151,3,69
0.9971020,-0.0760767,3,70
0.0436451,-0.9990471,3,71
-0.9310364,-0.3649265,3,72
0.5104775,0.8598911,3,73
-0.8760578,0.4822061,3,74
0.8026703,0.5964230,3,75
0.9866274,0.1629922,3,76
0.9926527,-0.1209981,3,77
-0.6121796,0.7907187,3,78
0.5296984,0.8481861,3,79
-0.8537739,0.5206440,3,80
0.1336288,-0.9910315,3,81
0.6953269,0.7186936,4,-79
-0.9526931,-0.3039340,4,-78
0.9992939,0.0375740,4,-77
-0.5944556,-0.8041285,4,-76
0.9989581,-0.0456374,4,-75
-0.3521263,0.9359525,4,-74
-0.8239788,-0.5666206,4,-73
-0.9983617,-0.0572174,4,-72
0.6960090,-0.7180330,4,-71
0.7512129,-0.6600600,4,-70
0.5504410,0.8348741,4,-69
0.4557404,0.8901127,4,-68
0.4741221,0.8804591,4,-67
-0.0666651,0.9977754,4,-66
-0.9899816,0.1411966,4,-65
0.9615762,-0.2745383,4,-64
0.7722121,-0.6353648,4,-63
-0.9617898,0.2737887,4,-62
0.7133961,0.7007610,4,-61
0.9638431,-0.2664702,4,-60
0.1494544,0.9887686,4,-59
0.6039652,-0.7970107,4,-58
-0.5979770,0.8015133,4,-57
0.7751852,-0.6317340,4,-56
-0.8472351,0.5312180,4,-55
-0.7219898,-0.6919038,4,-54
0.5054624,0.8628486,4,-53
0.7315061,-0.6818349,4,-52
0.7074616,0.7067518,4,-51
-0.7700055,0.6380373,4,-50
0.0435607,0.9990508,4,-49
-0.5103691,0.8599555,4,-48
-0.5715909,0.8205388,4,-47
-0.2209003,-0.9752964,4,-46
0.9666583,0.2560697,4,-45
0.5235474,-0.8519965,4,-44
0.7498693,0.6615860,4,-43
0.5839304,0.8118037,4,-42
-0.8722633,0.4890366,4,-41
0.1015099,-0.9948345,4,-40
0.4420592,-0.8969859,4,-39
0.3873400,0.9219369,4,-38
-0.2208983,0.9752969,4,-37
0.9925453,-0.1218760,4,-36
-0.9881550,0.1534591,4,-35
0.9984288,0.0560356,4,-34
-0.7559863,-0.6545874,4,-33
0.4558731,0.8900447,4,-32
-0.9928258,-0.1195695,4,-31
-0.6080288,-0.7939150,4,-30
0.6999450,-0.7141967,4,-29
0.7601854,-0.6497062,4,-28
-0.5557657,0.8313389,4,-27
-0.9921434,0.1251058,4,-26
0.9818236,-0.1897957,4,-25
0.6451409,0.7640636,4,-24
0.3848625,-0.9229739,4,-23
0.1045307,-0.9945217,4,-22
-0.1581500,0.9874151,4,-21
0.8112481,-0.5847021,4,-20
-0.0241551,0.9997082,4,-19
0.9283971,-0.3715896,4,-18
0.4214263,0.9068627,4,-17
0.9637625,0.2667619,4,-16
-0.5717790,0.8204077,4,-15
0.3131035,0.9497190,4,-14
-0.7157391,-0.6983678,4,-13
0.6624875,-0.7490729,4,-12
-0.8704114,0.4923252,4,-11
-0.0883268,0.9960915,4,-10
-0.7647164,0.6443670,4,-9
0.6218109,0.7831674,4,-8
0.5962195,-0.8028214,4,-7
0.2647504,-0.9643170,4,-6
-0.3858620,0.9225565,4,-5
-0.2564552,0.9665561,4,-4
-0.5588717,-0.8292542,4,-3
0.3050843,0.9523253,4,-2
-0.7561201,0.6544329,4,-1
0.8434366,0.5372287,4,1
0.6954137,0.7186096,4,2
-0.6320735,0.7749085,4,3
-0.2562101,-0.9666212,4,4
0.1373127,-0.9905277,4,5
-0.5802254,0.8144559,4,6
-0.5222591,-0.8527869,4,7
0.7291742,-0.6843281,4,8
-0.8234267,-0.5674227,4,9
0.9571575,-0.2895678,4,10
0.6993551,0.7147744,4,11
-0.3058634,0.9520754,4,12
-0.3799705,0.9249986,4,13
0.2911953,-0.9566636,4,14
-0.9588137,-0.2840359,4,15
0.0440979,0.9990273,4,16
0.1581822,0.9874099,4,17
0.9129009,0.4081814,4,18
-0.9991948,-0.0401215,4,19
-0.5688220,-0.8224607,4,20
-0.5770101,-0.8167370,4,21
-0.9515467,0.3075044,4,22
-0.9393839,-0.3428671,4,23
0.5701327,-0.8215526,4,24
0.9444776,0.3285759,4,25
0.8907034,0.4545848,4,26
0.2901264,0.9569883,4,27
0.9976505,0.0685086,4,28
-0.9915337,-0.1298497,4,29
0.5047212,-0.8632824,4,30
-0.5961549,-0.8028695,4,31
-0.7792677,-0.6266912,4,32
-0.4401449,-0.8979268,4,33
0.3661426,0.9305587,4,34
0.2602916,0.9655300,4,35
0.0183867,0.9998310,4,36
-0.9836391,-0.1801503,4,37
0.6049753,-0.7962442,4,38
-0.0701121,0.9975391,4,39
0.5916734,-0.8061777,4,40
-0.3537373,-0.9353448,4,41
0.5672482,0.8235469,4,42
0.6525377,0.7577563,4,43
0.6999571,0.7141849,4,44
-0.9745021,-0.2243781,4,45
-0.7681916,-0.6402199,4,46
0.9877460,-0.1560698,4,47
-0.9607826,-0.2773025,4,48
-0.9610934,0.2762236,4,49
0.5014941,0.8651611,4,50
-0.4868258,0.8734991,4,51
0.4092641,0.9124159,4,52
-0.9977620,0.0668650,4,53
