i,q,symbol,bin
-0.8371193,-0.5470203,1,32
-0.8147990,-0.5797436,1,33
-0.5961450,0.8028768,1,34
-0.7861841,0.6179924,1,35
-0.8614743,-0.5078012,1,36
-0.6408814,0.7676399,1,37
0.5291405,0.8485342,1,38
-0.7282776,-0.6852822,1,39
0.7632080,0.6461529,1,40
-0.8303921,-0.5571795,1,41
0.6598927,-0.7513599,1,42
0.6223301,-0.7827548,1,43
0.7208071,-0.6931357,1,44
-0.7394062,0.6732596,1,45
0.7140093,-0.7001362,1,46
0.8455741,-0.5338580,1,47
-0.8423263,-0.5389680,1,48
0.5386264,-0.8425447,1,49
-0.8046261,-0.5937818,1,50
0.8234017,0.5674590,1,51
0.7019248,-0.7122511,1,52
-0.6256298,0.7801201,1,53
-0.8653224,-0.5012157,1,54
-0.8872629,-0.4612641,1,55
0.6864141,0.7272109,1,56
0.7676678,-0.6408480,1,57
-0.7459849,-0.6659628,1,58
0.6762574,0.7366654,1,59
-0.6988424,0.7152757,1,60
0.6143925,-0.7890005,1,61
-0.7138439,-0.7003049,1,62
-0.7603583,0.6495039,1,63
0.8046547,-0.5937432,1,64
0.6731537,-0.7395026,1,65
-0.8317937,-0.5550850,1,66
0.9139643,0.4057944,1,67
0.6903955,-0.7234322,1,68
0.7368322,0.6760757,1,69
-0.7421685,0.6702133,1,70
0.4666986,-0.8844164,1,71
0.7692214,-0.6389824,1,72
-0.8265352,-0.5628851,1,73
-0.5410258,-0.8410060,1,74
-0.8586783,0.5125149,1,75
-0.7030428,-0.7111475,1,76
0.6438574,0.7651455,1,77
-0.6573719,0.7535663,1,78
-0.5612639,-0.8276369,1,79
0.7723597,0.6351854,1,80
0.7969875,0.6039957,1,81
-0.5710433,-0.8209199,1,82
-0.7722583,0.6353086,1,83
-0.5770977,0.8166752,1,84
-0.8682163,0.4961860,1,85
0.4577563,-0.8890777,1,86
-0.6527729,-0.7575537,1,87
0.6956449,-0.7183859,1,88
-0.7898793,-0.6132624,1,89
-0.6286874,-0.7776581,1,90
0.7253308,-0.6884005,1,91
0.5650756,0.8250391,1,92
0.7840496,-0.6206980,1,93
-0.6861255,-0.7274832,1,94
-0.8501578,-0.5265279,1,95
-0.7517372,-0.6594628,1,96
-0.7560117,-0.6545580,1,97
-0.8315402,-0.5554646,1,98
-0.6543707,0.7561740,1,99
-0.6993899,0.7147403,1,100
0.7983460,-0.6021990,1,101
-0.8340320,-0.5517160,1,102
0.7771425,0.6293247,1,103
-0.7732731,0.6340731,1,104
0.7884560,-0.6150912,1,105
0.6502664,-0.7597063,1,106
-0.7677493,0.6407503,1,107
-0.6355150,0.7720885,1,108
-0.8860205,-0.4636461,1,109
-0.6266913,0.7792676,1,110
-0.5954905,-0.8033623,1,111
-0.6846243,-0.7288961,1,112
0.5420492,0.8403468,1,113
-0.6757071,0.7371703,1,114
0.6718569,0.7406810,1,115
0.3359315,-0.9418864,1,116
-0.5866587,-0.8098343,1,117
-0.7932391,-0.6089103,1,118
-0.6617039,0.7497653,2,-118
0.9155303,-0.4022490,2,-117
0.9113468,0.4116395,2,-116
-0.6778848,-0.7351681,2,-115
-0.6147112,-0.7887523,2,-114
0.8053558,-0.5927917,2,-113
-0.7304596,0.6829559,2,-112
0.7056162,0.7085943,2,-111
0.6798876,-0.7333164,2,-110
0.6204216,-0.7842684,2,-109
-0.8323510,-0.5542489,2,-108
-0.4438389,-0.8961066,2,-107
0.6551927,0.7554618,2,-106
0.4859612,0.8739803,2,-105
-0.6902965,0.7235266,2,-104
-0.6481447,-0.7615172,2,-103
0.6783048,0.7347807,2,-102
-0.7468916,-0.6649458,2,-101
0.7796559,0.6262082,2,-100
-0.7821073,-0.6231438,2,-99
-0.5660160,-0.8243943,2,-98
0.6154354,-0.7881873,2,-97
0.8347785,0.5505859,2,-96
0.7398304,0.6727934,2,-95
0.5121217,0.8589129,2,-94
0.5568194,0.8306335,2,-93
-0.6415613,-0.7670717,2,-92
-0.8750395,0.4840514,2,-91
-0.8004586,-0.5993881,2,-90
0.6432752,0.7656351,2,-89
-0.6198801,-0.7846966,2,-88
0.5857420,0.8104976,2,-87
0.8584460,0.5129040,2,-86
0.6735189,-0.7391700,2,-85
-0.3484972,-0.9373099,2,-84
0.5252836,0.8509272,2,-83
0.8059534,0.5919790,2,-82
0.6634296,0.7482387,2,-81
-0.8192310,-0.5734636,2,-80
-0.5594052,0.8288943,2,-79
0.7106649,0.7035307,2,-78
-0.6374718,-0.7704737,2,-77
0.6922025,0.7217034,2,-76
0.3814381,0.9243944,2,-75
-0.6915705,0.7223090,2,-74
0.8537957,-0.5206082,2,-73
0.6901959,-0.7236226,2,-72
-0.5812819,0.8137022,2,-71
0.6220289,-0.7829943,2,-70
-0.5144672,-0.8575100,2,-69
-0.8241876,-0.5663168,2,-68
0.5780128,0.8160276,2,-67
-0.7418513,0.6705644,2,-66
0.6601439,0.7511392,2,-65
-0.6843987,-0.7291080,2,-64
0.6646162,0.7471849,2,-63
0.5318407,0.8468444,2,-62
0.7927051,0.6096054,2,-61
-0.7343279,0.6787950,2,-60
0.7845997,0.6200027,2,-59
-0.5029135,0.8643367,2,-58
0.8437439,0.5367460,2,-57
0.6374959,-0.7704538,2,-56
-0.5966574,0.8024960,2,-55
0.7466467,-0.6652207,2,-54
0.7665133,-0.6422285,2,-53
-0.7966461,-0.6044460,2,-52
-0.8213504,-0.5704240,2,-51
-0.8596795,-0.5108339,2,-50
0.4908958,-0.8712183,2,-49
0.7847736,-0.6197826,2,-48
-0.7050559,-0.7091517,2,-47
0.7075768,0.7066365,2,-46
-0.7354234,-0.6776079,2,-45
-0.6512030,-0.7589036,2,-44
-0.6911220,-0.7227381,2,-43
0.7837391,0.6210902,2,-42
0.5151380,0.8571073,2,-41
-0.8539893,-0.5202905,2,-40
0.6624914,-0.7490696,2,-39
0.7101614,-0.7040389,2,-38
0.6144933,0.7889220,2,-37
0.8256426,-0.5641934,2,-36
-0.7012545,0.7129110,2,-35
-0.7682374,-0.6401651,2,-34
0.7363986,0.6765479,2,-33
0.6601672,0.7511187,2,-32
-0.8332765,-0.5528564,2,-31
0.7992847,-0.6009526,2,-30
-0.8983852,-0.4392085,2,-29
0.6839259,-0.7295516,2,-28
-0.8306979,0.5567234,2,-27
-0.6990269,-0.7150953,2,-26
0.8039386,0.5947124,2,-25
0.7108654,-0.7033280,2,-24
0.7235880,0.6902322,2,-23
-0.8082884,-0.5887868,2,-22
-0.4640199,0.8858248,2,-21
0.6081486,0.7938232,2,-20
-0.7423436,-0.6700193,2,-19
-0.7275482,0.6860566,2,-18
0.6205992,0.7841280,2,-17
-0.6822174,0.7311494,2,-16
-0.5062053,0.8624130,2,-15
0.6728837,-0.7397484,2,-14
-0.8389595,-0.5441939,2,-13
0.7313679,-0.6819831,2,-12
-0.6895242,-0.7242626,2,-11
-0.8408501,-0.5412681,2,-10
-0.6957108,-0.7183219,2,-9
0.5945680,0.8040453,2,-8
0.5926657,0.8054485,2,-7
0.7324171,0.6808562,2,-6
0.7342783,0.6788486,2,-5
-0.8829821,-0.4694067,2,-4
-0.6219999,0.7830174,2,-3
0.5211235,0.8534812,2,-2
0.5682436,-0.8228604,2,-1
-0.6474911,-0.7620730,2,1
0.8526131,-0.5225428,2,2
0.6116127,-0.7911574,2,3
0.7508072,0.6605214,2,4
-0.6151789,0.7883876,2,5
0.8495662,0.5274820,2,6
-0.6247804,0.7808006,2,7
-0.6581846,-0.7528566,2,8
0.6622770,0.7492591,2,9
-0.8495725,-0.5274720,2,10
0.7447864,0.6673028,2,11
0.6637437,-0.7479600,2,12
-0.4721832,-0.8815004,2,13
-0.6296523,-0.7768771,2,14
0.7138737,-0.7002744,2,15
0.6792539,0.7339033,2,16
-0.2758366,-0.9612046,2,17
0.4595371,-0.8881586,2,18
-0.6425791,0.7662193,2,19
-0.6952053,0.7188113,2,20
-0.5705633,-0.8212537,2,21
-0.6969710,-0.7170993,2,22
-0.6011468,-0.7991387,2,23
0.7522171,-0.6589153,2,24
-0.8633162,0.5046632,2,25
0.7085677,0.7056429,2,26
-0.7441142,-0.6680524,2,27
-0.8739296,0.4860526,2,28
0.7701285,0.6378887,2,29
-0.7497040,0.6617733,2,30
0.7922493,0.6101977,2,31
-0.7709118,0.6369420,2,32
0.7008478,-0.7133108,2,33
-0.6550665,-0.7555712,2,34
-0.7723380,-0.6352118,2,35
-0.6051640,0.7961009,2,36
-0.7879717,0.6157115,2,37
-0.7514251,0.6598185,2,38
0.6896034,0.7241872,2,39
-0.7830192,-0.6219975,2,40
0.6489753,-0.7608095,2,41
0.7490299,-0.6625361,2,42
-0.7926763,0.6096428,2,43
-0.6995901,-0.7145444,2,44
-0.6769109,0.7360650,2,45
-0.7756050,0.6312186,2,46
0.6266422,0.7793071,2,47
-0.6322224,0.7747869,2,48
-0.7385131,0.6742392,2,49
-0.7147828,-0.6993465,2,50
-0.5241778,0.8516088,2,51
-0.6807408,-0.7325243,2,52
-0.6922145,0.7216918,2,53
0.8116974,-0.5840781,2,54
0.6782212,0.7348578,2,55
0.6889759,-0.7247843,2,56
0.6570032,-0.7538879,2,57
-0.5854560,0.8107042,2,58
-0.5872566,-0.8094008,2,59
-0.6587817,0.7523342,2,60
0.7206681,0.6932802,2,61
-0.8311234,-0.5560881,2,62
0.8115765,-0.5842461,2,63
0.7325713,0.6806903,2,64
-0.6097896,-0.7925633,2,65
-0.6857381,-0.7278484,2,66
-0.5419708,0.8403972,2,67
0.6155927,0.7880644,2,68
0.7641938,0.6449867,2,69
-0.8612764,0.5081367,2,70
-0.7759252,-0.6308249,2,71
-0.7974613,0.6033700,2,72
0.6220574,-0.7829716,2,73
-0.7804407,0.6252297,2,74
0.4997141,0.8661904,2,75
0.4860705,0.8739196,2,76
-0.7813919,0.6240407,2,77
0.8298224,-0.5580275,2,78
0.8018068,0.5975834,2,79
-0.9780458,-0.2083903,2,80
0.7523675,-0.6587436,2,81
0.6419349,0.7667591,2,82
-0.3267202,0.9451211,2,83
-0.6149457,-0.7885695,2,84
0.6543993,0.7561492,2,85
0.9042618,-0.4269784,2,86
0.7162578,0.6978357,2,87
0.4972603,-0.8676015,2,88
0.5659884,-0.8244132,2,89
0.5816692,-0.8134254,2,90
0.4983726,-0.8669629,2,91
0.7881588,-0.6154720,2,92
-0.7252404,0.6884957,2,93
-0.7843438,-0.6203263,2,94
0.6897620,0.7240362,2,95
-0.7242716,-0.6895148,2,96
-0.5068713,-0.8620217,2,97
-0.6752172,0.7376190,2,98
-0.6932700,0.7206780,2,99
0.7610761,0.6486626,2,100
0.6217679,0.7832015,2,101
-0.7234350,0.6903925,2,102
0.6021610,0.7983747,2,103
-0.7212939,-0.6926291,2,104
0.7191703,-0.6948338,2,105
0.6998146,0.7143246,2,106
-0.8276886,0.5611876,2,107
0.7934140,-0.6086824,2,108
-0.7576472,0.6526644,2,109
0.8177739,0.5755395,2,110
0.8197268,-0.5727548,2,111
-0.5749829,0.8181654,2,112
-0.8952861,-0.4454917,2,113
-0.8696489,0.4936706,2,114
0.6960220,0.7180204,2,115
-0.8715685,-0.4902737,2,116
0.9173564,0.3980667,2,117
0.7415539,0.6708933,2,118
-0.5732304,0.8193943,3,-118
0.6892456,0.7245278,3,-117
-0.4821825,0.8760708,3,-116
0.4544147,0.8907903,3,-115
-0.6522356,0.7580163,3,-114
0.7232047,0.6906338,3,-113
-0.4211417,0.9069949,3,-112
0.7855522,-0.6187954,3,-111
0.7185521,0.6954733,3,-110
0.8684539,0.4957700,3,-109
0.4822423,0.8760379,3,-108
0.8030475,-0.5959151,3,-107
-0.4035828,0.9149431,3,-106
0.6612228,-0.7501897,3,-105
-0.6317328,-0.7751862,3,-104
0.8630878,0.5050539,3,-103
-0.7614433,-0.6482315,3,-102
0.5282050,-0.8491169,3,-101
0.8178856,-0.5753809,3,-100
0.6790546,-0.7340878,3,-99
0.7288476,-0.6846760,3,-98
0.9277803,0.3731270,3,-97
-0.6237742,-0.7816046,3,-96
-0.8364664,0.5480182,3,-95
-0.7462096,0.6657111,3,-94
0.6394386,0.7688421,3,-93
0.7244862,-0.6892893,3,-92
0.7591074,-0.6509654,3,-91
-0.7166559,0.6974270,3,-90
0.7267624,0.6868890,3,-89
0.6231370,0.7821127,3,-88
-0.8579078,0.5138038,3,-87
0.7980103,-0.6026437,3,-86
-0.7877890,0.6159452,3,-85
-0.6928067,0.7211233,3,-84
-0.8216187,-0.5700375,3,-83
0.6346216,-0.7728230,3,-82
0.8949836,0.4460991,3,-81
-0.7400227,0.6725819,3,-80
-0.4979275,-0.8672187,3,-79
-0.5862665,0.8101183,3,-78
-0.8428780,0.5381046,3,-77
-0.6848042,-0.7287272,3,-76
-0.8268541,0.5624166,3,-75
0.6721869,0.7403815,3,-74
0.8183992,0.5746500,3,-73
0.4062408,-0.9137661,3,-72
0.8137472,0.5812190,3,-71
0.6863127,-0.7273065,3,-70
0.6542779,0.7562543,3,-69
-0.6595680,-0.7516449,3,-68
0.6903021,0.7235212,3,-67
0.7418147,-0.6706048,3,-66
-0.6613550,-0.7500730,3,-65
0.8319203,0.5548952,3,-64
0.5627366,0.8266363,3,-63
-0.5707699,0.8211101,3,-62
-0.6543406,-0.7562000,3,-61
0.5156675,-0.8567888,3,-60
-0.8203582,0.5718499,3,-59
0.5615122,0.8274684,3,-58
0.7569769,0.6534416,3,-57
0.8118078,-0.5839247,3,-56
-0.6939651,-0.7200086,3,-55
-0.7210491,0.6928840,3,-54
0.7767102,0.6298581,3,-53
-0.6634957,0.7481801,3,-52
0.8442055,-0.5360197,3,-51
0.5526203,-0.8334332,3,-50
0.7424261,0.6699280,3,-49
-0.6775406,0.7354854,3,-48
-0.5529785,0.8331955,3,-47
0.4721539,0.8815161,3,-46
-0.7053135,0.7088956,3,-45
0.5932214,-0.8050393,3,-44
0.6936008,0.7203595,3,-43
-0.8240940,-0.5664531,3,-42
-0.6057017,0.7956918,3,-41
0.6835205,-0.7299313,3,-40
-0.5406578,-0.8412426,3,-39
-0.7164124,-0.6976771,3,-38
-0.7865610,0.6175126,3,-37
0.8498222,-0.5270694,3,-36
0.7509251,0.6603875,3,-35
-0.7370585,0.6758289,3,-34
0.7914554,0.6112269,3,-33
-0.5691066,0.8222638,3,-32
